1105,241,0,0,29
1105,241,0,0,60
1105,241,0,0,76
1105,241,0,0,107
1105,241,0,0,138
1105,239,0,0,154
1106,234,0,0,186
1107,232,0,0,202
1111,217,0,0,233
1115,178,0,0,265
1116,149,0,0,281
1113,85,0,0,312
1107,60,0,0,328
1099,28,0,0,360
1099,24,0,0,376
1097,15,0,0,407
1095,9,0,0,439
1095,9,0,0,454
1095,9,0,0,486
1095,9,0,0,502
1095,9,0,0,533
1095,9,0,0,565
1095,9,0,0,581
1095,9,0,0,612
1095,9,0,0,627
1089,17,0,0,659
1089,19,0,0,675
1089,19,0,0,706
1089,19,0,0,737
1089,19,0,0,753
1089,19,1,0,784
1089,19,1,0,800
1088,21,1,0,831
1081,42,1,0,863
1073,58,1,0,877
1034,102,1,0,914
1012,123,1,0,931
950,177,1,0,962
916,211,1,0,978
853,282,1,0,1010
825,318,1,0,1025
773,395,1,0,1058
735,454,1,0,1089
707,491,1,0,1105
641,556,1,0,1136
606,579,1,0,1152
551,601,1,0,1183
504,604,1,0,1215
476,601,1,0,1231
382,560,1,0,1262
331,529,1,0,1277
244,465,1,0,1310
209,432,1,0,1325
184,396,1,0,1356
163,343,1,0,1388
151,316,1,0,1404
135,268,1,0,1435
131,244,1,0,1451
142,220,1,0,1483
177,208,1,0,1515
201,208,1,0,1530
273,228,1,0,1562
311,245,1,0,1577
359,275,1,0,1609
382,291,1,0,1625
425,335,1,0,1657
454,398,1,0,1688
474,453,1,0,1703
531,588,1,0,1735
565,644,1,0,1751
650,750,1,0,1783
758,829,1,0,1814
805,846,1,0,1830
899,841,1,0,1862
955,819,1,0,1878
1086,765,1,0,1909
1151,739,1,0,1925
1244,694,1,0,1956
1304,656,1,0,1988
1320,643,1,0,2004
1385,572,1,0,2036
1402,553,1,0,2051
1448,503,1,0,2083
1479,422,1,0,2115
1479,381,1,0,2131
1461,298,1,0,2162
1449,271,1,0,2178
1419,259,1,0,2210
1386,261,1,0,2226
1322,282,1,0,2256
1259,326,1,0,2288
1222,371,1,0,2304
1167,462,1,0,2336
1145,502,1,0,2351
1092,579,1,0,2383
1036,636,1,0,2415
1006,655,1,0,2430
945,675,1,0,2462
913,677,1,0,2478
851,675,1,0,2509
811,667,1,0,2525
713,638,1,0,2557
599,587,1,0,2589
531,551,1,0,2604
392,457,1,0,2636
338,410,1,0,2652
274,344,1,0,2684
265,323,1,0,2700
263,281,1,0,2732
288,252,1,0,2763
314,240,1,0,2779
421,215,1,0,2810
497,215,1,0,2826
668,263,1,0,2858
797,327,1,0,2889
899,379,1,0,2906
974,434,1,0,2937
1018,474,1,0,2953
1111,562,1,0,2985
1160,608,1,0,3000
1253,683,1,0,3032
1335,716,1,0,3064
1375,720,1,0,3080
1447,705,1,0,3111
1482,684,1,0,3127
1536,615,1,0,3159
1556,569,1,0,3175
1574,472,1,0,3206
1571,390,1,0,3238
1560,355,1,0,3254
1525,295,1,0,3286
1510,285,1,0,3302
1465,270,1,0,3334
1390,278,1,0,3365
1339,297,1,0,3381
1200,380,1,0,3412
1119,436,1,0,3428
957,540,1,0,3461
895,581,1,0,3476
818,636,1,0,3507
734,690,1,0,3540
701,704,1,0,3556
634,712,1,0,3586
598,700,1,0,3602
521,651,1,0,3634
463,596,1,0,3665
407,527,1,0,3681
367,470,1,0,3713
351,437,1,0,3729
336,378,1,0,3761
336,352,1,0,3777
370,303,1,0,3809
431,273,1,0,3840
473,265,1,0,3856
576,274,1,0,3888
647,308,1,0,3904
822,440,1,0,3935
910,517,1,0,3951
1055,620,1,0,3983
1176,682,1,0,4015
1231,709,1,0,4030
1328,753,1,0,4062
1381,772,1,0,4078
1466,793,1,0,4109
1491,793,1,0,4125
1533,774,1,0,4157
1554,731,1,0,4188
1554,706,1,0,4204
1535,650,1,0,4236
1513,610,1,0,4251
1444,502,1,0,4283
1345,384,1,0,4314
1293,334,1,0,4330
1227,280,1,0,4362
1201,266,1,0,4378
1186,252,1,0,4410
1180,239,1,0,4426
1162,193,1,0,4458
1149,152,1,0,4490
1146,140,1,0,4505
1138,80,1,0,4537
1137,52,1,0,4553
1134,12,1,0,4585
1128,0,1,0,4601
1115,0,1,0,4632
1104,0,1,0,4664
1100,0,1,0,4680
1092,0,1,0,4711
1092,0,1,0,4727
1092,0,1,0,4759
1092,0,1,0,4775
1092,0,1,0,4806
1092,0,0,0,4838
1092,0,0,0,4853
1092,0,0,0,4885
1089,4,0,0,4900
1080,14,0,0,4932
1065,35,0,0,4964
1051,48,0,0,4980
1023,88,0,0,5012
1013,113,0,0,5027
995,172,0,0,5059
983,206,0,0,5076
972,255,0,0,5107
972,268,0,0,5138
972,268,0,0,5154
972,268,0,0,5186
972,268,0,0,5202
972,268,0,0,5234
972,268,0,0,5250
972,268,0,0,5282
972,268,0,0,5314
972,268,0,0,5330
