1035,197,0,0,31
1035,197,0,0,62
1035,197,0,0,78
1035,197,0,0,110
1035,197,0,0,125
1035,197,0,0,156
1037,160,0,0,188
1037,136,0,0,204
1037,79,0,0,235
1037,54,0,0,250
1037,32,0,0,282
1036,30,0,0,313
1036,30,0,0,329
1036,30,0,0,360
1036,30,0,0,376
1036,30,0,0,407
1036,30,0,0,438
1036,30,0,0,454
1036,30,0,0,485
1036,30,0,0,501
1034,26,0,0,532
1032,19,0,0,563
1032,18,0,0,579
1032,18,0,0,611
1032,18,0,0,626
1032,21,1,0,657
1032,46,1,0,689
1032,62,1,0,700
1034,110,1,0,738
1034,146,1,0,760
1035,173,1,0,776
1038,226,1,0,808
1041,280,1,0,839
1042,307,1,0,854
1041,363,1,0,886
1037,386,1,0,902
1015,416,1,0,934
981,434,1,0,950
909,449,1,0,982
846,449,1,0,1013
801,442,1,0,1029
709,409,1,0,1061
663,387,1,0,1077
589,346,1,0,1109
567,333,1,0,1125
536,304,1,0,1157
514,273,1,0,1188
507,261,1,0,1204
497,247,1,0,1236
493,244,1,0,1252
479,237,1,0,1284
469,234,1,0,1300
447,233,1,0,1331
422,245,1,0,1363
410,265,1,0,1379
388,305,1,0,1410
382,325,1,0,1426
376,370,1,0,1458
378,431,1,0,1489
386,474,1,0,1505
414,557,1,0,1536
431,595,1,0,1552
464,645,1,0,1584
477,647,1,0,1600
505,639,1,0,1632
551,626,1,0,1663
579,618,1,0,1679
628,592,1,0,1711
641,573,1,0,1727
644,507,1,0,1758
626,430,1,0,1790
622,405,1,0,1806
622,368,1,0,1838
627,352,1,0,1854
649,326,1,0,1886
666,319,1,0,1902
708,309,1,0,1934
731,308,1,0,1950
782,327,1,0,1981
807,361,1,0,2013
824,397,1,0,2029
839,436,1,0,2061
847,462,1,0,2077
857,506,1,0,2108
881,556,1,0,2140
896,575,1,0,2156
946,613,1,0,2188
975,624,1,0,2204
1054,635,1,0,2235
1101,635,1,0,2251
1217,631,1,0,2283
1294,613,1,0,2314
1323,602,1,0,2331
1374,550,1,0,2362
1386,521,1,0,2378
1405,467,1,0,2409
1410,452,1,0,2425
1423,412,1,0,2457
1434,391,1,0,2488
1437,390,1,0,2504
1450,394,1,0,2536
