938,534,0,0,40
938,534,0,0,56
938,534,0,0,87
938,534,0,0,103
938,534,0,0,135
938,534,0,0,150
939,534,0,0,182
939,533,0,0,213
939,532,0,0,229
939,529,0,0,260
939,529,0,0,276
940,529,0,0,307
940,529,0,0,339
940,529,0,0,354
940,527,0,0,386
940,524,0,0,402
940,517,0,0,433
940,511,0,0,465
940,508,0,0,480
940,500,0,0,511
940,499,0,0,528
940,499,0,0,559
940,499,0,0,575
939,500,0,0,606
934,508,0,0,637
930,510,0,0,652
922,503,0,0,684
890,445,0,0,715
863,400,0,0,731
796,283,0,0,762
784,249,0,0,778
817,224,0,0,809
952,257,0,0,840
1037,322,0,0,856
1155,508,0,0,887
1165,591,0,0,903
1121,688,0,0,934
1019,711,0,0,965
949,711,0,0,981
823,674,0,0,1012
782,645,0,0,1027
718,559,0,0,1059
698,472,0,0,1090
697,455,0,0,1106
709,407,0,0,1137
746,377,0,0,1153
832,357,0,0,1184
879,359,0,0,1200
962,407,0,0,1231
1018,496,0,0,1262
1039,562,0,0,1278
1051,672,0,0,1309
1046,694,0,0,1325
1011,724,0,0,1356
962,715,0,0,1388
940,700,0,0,1403
892,652,0,0,1434
856,600,0,0,1450
824,529,0,0,1481
813,459,0,0,1513
813,435,0,0,1528
845,407,0,0,1559
878,405,0,0,1575
925,419,0,0,1606
974,464,0,0,1637
997,495,0,0,1653
1024,553,0,0,1684
1025,560,0,0,1700
1012,581,0,0,1732
977,585,0,0,1762
954,581,0,0,1778
35,468,0,0,35
35,468,0,0,51
35,468,0,0,82
35,468,0,0,113
35,468,0,0,129
35,468,0,0,161
35,468,0,0,176
35,468,0,0,207
35,468,0,0,239
35,468,0,0,254
35,468,0,0,286
35,468,0,0,301
35,468,0,0,332
35,468,0,0,364
35,468,0,0,379
35,468,0,0,410
35,468,0,0,426
35,468,0,0,457
35,468,0,0,488
35,468,0,0,504
35,468,0,0,536
35,468,0,0,551
35,468,0,0,583
35,468,0,0,614
35,468,0,0,630
35,468,0,0,661
35,468,0,0,677
35,468,0,0,708
35,468,0,0,739
35,468,0,0,755
35,468,0,0,786
35,468,0,0,802
35,468,0,0,833
35,468,0,0,865
35,468,0,0,880
35,468,0,0,911
35,468,0,0,927
35,468,0,0,958
35,468,0,0,989
35,468,0,0,1005
35,468,0,0,1036
35,468,0,0,1052
35,468,0,0,1083
35,468,0,0,1114
35,468,0,0,1130
35,468,0,0,1161
35,468,0,0,1177
35,468,0,0,1208
35,468,0,0,1240
35,468,0,0,1255
35,468,0,0,1287
35,468,0,0,1302
35,468,0,0,1334
35,468,0,0,1364
35,468,0,0,1380
35,468,0,0,1412
35,468,0,0,1427
35,468,0,0,1459
35,468,0,0,1475
35,468,0,0,1506
35,468,0,0,1537
35,468,0,0,1553
35,468,0,0,1584
35,468,0,0,1600
35,468,0,0,1631
35,468,0,0,1662
35,468,0,0,1678
35,468,0,0,1710
35,468,0,0,1725
35,468,0,0,1757
35,468,0,0,1788
35,468,0,0,1800
35,468,0,0,1838
