991,620,0,0,30
991,620,0,0,62
991,620,0,0,78
991,620,0,0,110
991,620,0,0,125
991,620,0,0,157
991,620,0,0,187
991,620,0,0,203
991,620,0,0,235
991,620,0,0,250
991,620,0,0,283
991,620,0,0,314
989,621,0,0,329
967,634,0,0,361
943,650,0,0,376
898,680,0,0,408
870,694,0,0,440
850,702,0,0,455
804,709,0,0,486
779,707,0,0,502
702,673,0,0,533
641,620,0,0,564
617,584,0,0,580
589,508,0,0,611
591,489,0,0,627
635,473,0,0,658
747,482,0,0,689
816,506,0,0,705
957,589,0,0,736
1021,653,0,0,752
1077,751,0,0,784
1075,807,0,0,803
1031,840,0,0,825
963,845,0,0,852
861,822,0,0,881
800,777,0,0,904
749,710,0,0,933
715,628,0,0,956
706,581,0,0,977
723,549,0,0,1005
774,537,0,0,1025
810,538,0,0,1053
869,576,0,0,1081
889,609,0,0,1102
898,668,0,0,1130
886,689,0,0,1150
830,703,0,0,1178
792,693,0,0,1206
759,668,0,0,1227
746,639,0,0,1255
747,604,0,0,1275
766,562,0,0,1303
810,516,0,0,1331
848,491,0,0,1352
878,484,0,0,1379
886,484,0,0,1400
890,493,0,0,1428
891,516,0,0,1456
891,533,0,0,1477
887,552,0,0,1505
887,552,0,0,1525
887,552,0,0,1553
887,552,0,0,1581
887,552,1,0,1602
887,552,1,0,1630
887,552,1,0,1650
887,546,0,0,1678
894,510,0,0,1706
900,474,0,0,1727
919,379,0,0,1769
933,349,0,0,1785
947,325,0,0,1800
952,316,0,0,1832
953,314,0,0,1864
953,314,0,0,1880
953,314,0,0,1913
953,314,0,0,1929
953,314,0,0,1960
953,313,0,0,1976
954,312,0,0,2008
954,308,0,0,2039
954,307,0,0,2055
953,303,0,0,2087
953,301,0,0,2103
953,300,0,0,2134
953,300,1,0,2151
962,309,1,0,2183
997,338,1,0,2214
1019,350,1,0,2230
1072,370,1,0,2262
1090,376,1,0,2278
1184,421,1,0,2310
1230,452,1,0,2325
1270,485,1,0,2356
1266,487,1,0,2388
1249,484,1,0,2404
1132,440,1,0,2435
1043,404,1,0,2451
837,305,1,0,2483
702,222,1,0,2515
687,199,1,0,2531
709,177,1,0,2562
749,166,1,0,2578
878,162,1,0,2609
954,171,1,0,2625
1070,228,1,0,2657
1103,287,1,0,2690
1105,315,1,0,2705
1063,360,1,0,2736
1023,375,1,0,2752
932,374,1,0,2784
908,365,1,0,2800
857,317,1,0,2831
841,258,1,0,2863
842,244,1,0,2879
916,189,1,0,2910
977,177,1,0,2926
1102,191,1,0,2958
1152,238,1,0,2989
1169,285,1,0,3005
1158,364,1,0,3037
1131,388,1,0,3053
1012,412,1,0,3084
952,405,1,0,3100
865,370,1,0,3132
813,320,1,0,3163
804,298,1,0,3179
822,262,1,0,3211
852,247,1,0,3226
970,233,1,0,3257
1101,271,1,0,3289
1143,304,1,0,3305
1141,325,1,0,3336
1126,333,1,0,3352
1077,345,1,0,3384
1046,345,1,0,3400
1007,343,1,0,3431
1004,342,1,0,3463
1004,338,1,0,3479
1010,327,1,0,3511
1015,324,1,0,3527
1021,323,1,0,3558
1021,323,1,0,3590
1021,323,1,0,3606
1019,325,1,0,3636
1016,327,1,0,3652
1006,332,1,0,3684
993,335,1,0,3715
992,335,1,0,3731
992,335,1,0,3762
992,335,1,0,3779
992,335,1,0,3810
991,335,1,0,3826
991,332,1,0,3857
991,331,1,0,3889
991,331,1,0,3905
991,331,1,0,3936
991,331,1,0,3952
991,331,1,0,3983
991,331,1,0,4014
991,331,1,0,4030
991,331,1,0,4061
991,331,0,0,4077
991,331,0,0,4108
991,331,0,0,4140
991,331,0,0,4157
991,331,0,0,4188
991,331,0,0,4205
991,331,0,0,4235
991,331,0,0,4251
991,331,0,0,4283
991,331,0,0,4315
991,331,0,0,4330
991,331,0,0,4361
991,331,0,0,4378
991,331,0,0,4410
991,331,0,0,4426
991,331,0,0,4458
991,331,0,0,4490
991,331,0,0,4506
