983,520,0,0,29
983,520,0,0,62
983,520,0,0,78
983,520,0,0,109
983,520,0,0,140
983,520,0,0,156
983,520,0,0,187
983,520,0,0,203
983,520,0,0,234
983,520,0,0,250
983,520,0,0,282
983,518,0,0,313
983,490,0,0,328
977,451,0,0,360
974,435,0,0,375
969,394,0,0,407
963,349,0,0,438
959,327,0,0,453
954,293,0,0,485
954,286,0,0,501
959,283,0,0,532
988,337,0,0,563
994,364,0,0,580
983,394,0,0,611
974,394,0,0,627
922,363,0,0,658
863,312,0,0,689
860,304,0,0,705
887,298,0,0,736
926,298,0,0,752
977,311,0,0,783
987,329,0,0,814
966,330,0,0,830
922,319,0,0,862
911,308,0,0,877
914,299,0,0,909
929,296,0,0,925
998,316,0,0,957
1001,341,0,0,989
965,349,0,0,1005
887,326,0,0,1037
868,303,0,0,1053
885,290,0,0,1084
905,289,0,0,1100
925,303,0,0,1130
879,314,0,0,1162
861,314,0,0,1178
889,305,0,0,1209
975,299,0,0,1225
1095,301,0,0,1256
1076,320,0,0,1287
1004,325,0,0,1303
914,320,0,0,1334
910,318,0,0,1350
972,307,0,0,1382
1000,310,0,0,1413
982,318,0,0,1428
937,327,0,0,1460
925,325,0,0,1476
971,307,0,0,1508
1026,309,0,0,1540
1041,326,0,0,1556
1038,343,0,0,1588
1029,343,0,0,1604
1022,331,0,0,1637
1019,321,0,0,1653
1016,315,0,0,1686
1012,314,0,0,1701
